USB_V,USB_A,USB_W,Int_Accel,Ext_Accel,Net_Traffic,RF_Density,Sys_Temp,Label
5.018,0.652,3.204,0.4543,0.4667,41.964,-63.2,68.6,Yes
5.006,0.508,2.546,0.2072,0.2449,7.307,-56.8,52.2,No
5.028,0.893,4.445,0.5079,0.4129,25.134,-62.5,56.6,No
4.936,1.752,8.569,2.0431,2.4254,137.146,-9.2,84.9,Yes
5.056,0.142,0.721,0.1138,0.0519,1.114,-99.1,39.7,No
4.897,1.97,9.843,3.5281,4.5452,128.05,-40.4,85.3,Yes
4.99,0.503,2.477,0.202,0.1888,6.006,-62.0,51.0,No
4.98,1.863,9.331,1.9762,1.4675,79.983,-32.4,65.4,Yes
5.04,0.143,0.706,0.0714,0.0487,3.368,-87.5,36.4,No
4.85,2.788,13.444,3.6885,2.563,83.015,-9.1,79.9,Yes
5.019,0.995,4.891,0.7297,0.7454,32.979,-45.5,52.7,Yes
4.984,1.561,7.759,2.3172,1.2063,53.715,-34.6,66.9,Yes
5.011,0.49,2.483,0.3091,0.2541,6.737,-62.3,51.0,No
4.882,2.233,11.077,3.4231,3.3851,99.348,-13.4,85.9,Yes
5.009,0.29,1.476,0.0573,0.1808,3.05,-47.6,46.3,No
5.016,0.959,4.794,0.5836,0.6472,38.402,-56.7,52.0,Yes
5.045,0.137,0.702,0.1215,0.0344,2.141,-95.9,36.5,No
5.021,0.109,0.553,0.0152,0.0449,2.727,-80.8,37.6,No
5.02,0.128,0.634,0.0945,0.0601,2.45,-67.5,51.5,No
5.046,0.134,0.688,0.054,0.031,0.705,-94.3,30.8,No
4.942,2.029,10.137,2.698,2.2684,110.4,-35.4,76.8,Yes
5.075,0.081,0.399,0.0308,0.0637,3.113,-83.4,37.8,No
5.012,0.578,2.874,0.5438,0.5136,33.252,-53.1,64.5,No
4.896,2.19,10.888,2.341,3.0405,103.393,-20.1,87.8,Yes
5.068,0.145,0.713,0.0724,0.0198,2.734,-82.2,32.7,No
4.983,2.06,10.247,1.8439,1.7441,41.961,-38.3,69.6,Yes
5.038,0.141,0.698,0.2287,0.072,1.44,-58.4,41.1,No
4.91,2.582,12.765,2.4565,3.8942,97.829,-12.5,93.1,Yes
4.883,1.835,8.949,2.5823,3.1634,91.034,-17.9,84.2,Yes
5.036,0.42,2.077,0.2238,0.2735,6.597,-51.1,55.0,No
5.039,0.153,0.781,0.0492,0.0097,3.059,-77.7,36.7,No
5.031,0.095,0.478,0.0257,0.0679,2.047,-100.0,38.4,No
4.948,1.825,8.978,1.5266,1.2409,38.276,-18.4,68.3,Yes
4.996,0.439,2.153,0.246,0.1698,7.615,-68.3,47.3,No
4.992,0.816,4.02,0.7975,0.491,41.812,-43.4,61.5,No
5.005,1.736,8.789,1.9531,2.2485,64.401,-30.7,77.7,Yes
5.029,0.326,1.666,0.1985,0.0633,3.365,-62.6,48.4,No
5.024,0.431,2.154,0.2631,0.0274,1.852,-85.7,47.4,No
5.02,0.881,4.384,0.4765,0.4341,35.482,-41.8,57.8,No
5.06,0.144,0.727,0.0124,0.0078,1.575,-91.4,36.2,No
4.99,0.491,2.448,0.3275,0.2724,5.555,-52.0,49.6,No
4.904,2.193,10.749,2.1561,3.6701,123.967,-18.2,81.4,Yes
4.86,2.19,10.704,3.0787,3.0339,130.823,-16.2,81.5,Yes
4.863,1.819,8.737,2.9742,3.1214,83.191,-30.3,83.7,Yes
4.906,2.149,10.519,3.1091,2.2433,130.886,-16.6,89.9,Yes
5.048,0.116,0.594,0.1085,0.1525,5.311,-59.2,42.6,No
5.041,0.025,0.126,0.0176,0.0257,2.151,-79.4,42.3,No
4.862,2.268,10.886,2.2041,3.1991,75.149,-24.3,85.8,Yes
5.071,0.192,0.996,0.0865,0.1445,6.463,-60.7,43.9,No
5.038,0.349,1.763,0.2468,0.1784,5.857,-69.7,45.2,No
4.876,1.938,9.403,3.8943,3.4988,129.271,-11.2,88.7,Yes
5.061,0.078,0.423,0.0769,0.0474,2.797,-95.8,45.1,No
5.058,0.197,1.005,0.158,0.1742,6.783,-83.6,39.6,No
5.065,0.144,0.744,0.1076,0.0723,2.85,-87.3,34.0,No
5.023,0.452,2.246,0.2047,0.177,7.368,-45.0,51.6,No
4.88,2.206,10.902,2.891,4.2834,137.701,-21.3,93.7,Yes
5.039,0.415,2.064,0.121,0.0545,3.218,-84.0,47.9,No
5.05,0.396,2.05,0.2244,0.2719,6.887,-78.2,49.3,No
4.944,1.724,8.475,2.0416,3.35,102.134,-10.1,79.7,Yes
4.886,1.806,8.941,2.7624,2.9764,125.252,-19.7,77.6,Yes
4.943,1.836,9.038,2.1505,2.2984,82.217,-36.9,69.6,Yes
4.898,2.852,13.981,2.4315,4.1398,82.852,-13.6,83.5,Yes
5.069,0.054,0.27,0.0512,0.0336,1.407,-72.1,34.8,No
5.034,1.207,6.033,0.8858,0.7788,16.941,-43.1,64.0,Yes
5.038,0.063,0.3,0.0894,0.0713,2.492,-88.2,33.1,No
4.996,0.429,2.119,0.2348,0.2526,6.883,-53.7,51.5,No
4.935,2.053,10.114,3.0368,2.9668,112.19,-13.0,90.6,Yes
5.027,0.356,1.764,0.101,0.1917,4.128,-54.2,36.3,No
4.994,0.409,2.06,0.2557,0.2407,7.295,-74.1,47.8,No
4.997,0.897,4.529,0.4974,0.6612,19.747,-47.3,63.5,No
4.986,0.677,3.283,0.5044,0.8373,25.149,-40.1,62.4,Yes
5.058,0.105,0.504,0.02,0.0535,2.945,-77.3,38.0,No
4.995,1.115,5.468,0.8202,0.6274,36.636,-43.9,69.1,Yes
5.047,0.079,0.386,0.0903,0.022,0.885,-79.3,37.3,No
5.024,0.255,1.278,0.117,0.0438,4.611,-91.5,47.6,No
5.073,0.258,1.338,0.252,0.2086,5.68,-92.0,42.5,No
5.014,1.432,7.254,1.3003,2.2275,64.942,-34.8,73.3,Yes
4.994,0.644,3.177,0.3908,0.4464,26.536,-47.7,66.7,Yes
5.057,0.14,0.709,0.1213,0.0285,0.784,-90.3,36.8,No
4.995,0.618,3.059,0.5464,0.4515,11.819,-52.5,56.8,Yes
5.004,0.445,2.197,0.2067,0.0687,7.457,-72.0,45.2,No
5.022,0.286,1.468,0.2295,0.0846,3.406,-51.8,49.8,No
4.981,1.008,4.947,0.695,0.747,26.142,-33.6,65.0,Yes
4.911,1.678,8.15,2.5967,3.0874,143.549,-2.1,76.7,Yes
5.058,0.012,0.054,0.0379,0.0164,0.528,-92.5,30.0,No
5.064,0.044,0.211,0.0366,0.0351,2.229,-88.2,37.8,No
4.928,2.401,11.931,3.8267,3.2377,77.592,-9.7,85.2,Yes
5.013,1.057,5.334,0.7055,0.6295,35.466,-43.2,52.4,No
5.053,0.163,0.823,0.0934,0.0323,0.683,-95.9,42.1,No
5.052,0.126,0.618,0.0,0.0034,1.924,-86.8,36.4,No
5.036,0.449,2.289,0.0527,0.1942,6.857,-71.2,41.1,No
5.067,0.01,0.064,0.0705,0.0058,1.405,-90.8,36.1,No
4.942,2.555,12.609,2.1844,2.7979,102.728,-23.8,80.7,Yes
5.049,0.284,1.37,0.2304,0.0596,5.804,-66.5,46.9,No
4.99,0.762,3.758,0.7458,0.389,40.093,-65.0,65.6,Yes
5.004,0.512,2.581,0.2201,0.2648,5.911,-62.9,54.3,No
5.009,0.367,1.826,0.26,0.208,5.136,-80.6,41.1,No
4.907,1.916,9.472,3.8516,2.6022,134.736,-24.8,93.1,Yes
4.944,1.681,8.364,2.2652,3.5733,142.901,-6.6,79.0,Yes
5.006,0.503,2.551,0.2487,0.2202,7.223,-69.1,49.7,No
4.966,1.308,6.586,1.9345,1.2478,44.287,-43.9,77.0,Yes
5.031,0.453,2.294,0.2527,0.1859,3.534,-75.1,50.6,No
5.065,0.094,0.474,0.0111,0.0025,2.59,-94.1,34.0,No
5.037,0.179,0.914,0.1931,0.0777,5.975,-63.4,51.7,No
5.038,0.232,1.147,0.1587,0.1836,6.011,-67.9,36.9,No
4.977,1.541,7.673,2.386,1.867,91.896,-31.6,77.9,Yes
5.068,0.083,0.426,0.0304,0.026,2.221,-78.7,35.2,No
4.963,1.754,8.671,1.2143,1.2589,69.074,-34.3,71.0,Yes
5.028,0.113,0.57,0.0269,0.0572,1.982,-68.2,39.5,No
5.028,0.664,3.337,0.8314,0.5515,38.03,-51.8,66.1,Yes
4.907,2.174,10.608,2.5583,2.399,95.312,-28.6,75.3,Yes
5.006,1.22,6.113,0.5212,0.7738,31.542,-45.8,64.0,Yes
4.99,0.471,2.379,0.1994,0.236,6.043,-52.8,48.7,No
4.849,2.72,13.105,2.7153,4.3482,117.587,-20.4,83.5,Yes
5.018,0.749,3.662,0.7617,0.4567,37.185,-37.1,67.6,No
5.029,0.156,0.808,0.0703,0.0095,1.485,-87.6,30.0,No
4.882,2.36,11.549,2.779,3.2994,104.28,-13.0,84.9,Yes
4.914,2.483,12.183,1.9184,2.6739,144.868,-20.4,92.0,Yes
5.036,0.713,3.55,0.8216,0.777,16.862,-55.1,61.3,No
5.019,1.222,6.096,0.533,0.4036,33.633,-48.1,63.5,Yes
5.056,0.104,0.533,0.084,0.0155,1.454,-79.0,33.0,No
5.056,0.068,0.329,0.0964,0.0179,2.927,-89.3,38.4,No
5.029,0.366,1.838,0.188,0.1203,3.668,-83.0,41.1,No
5.022,0.601,3.016,0.6048,0.7083,32.385,-54.7,69.8,Yes
5.051,0.106,0.54,0.0611,0.0574,2.502,-100.7,37.0,No
5.03,1.268,6.395,0.3811,0.6251,39.298,-41.2,61.3,No
5.054,0.069,0.358,0.0656,0.0314,0.848,-73.9,36.0,No
5.067,0.142,0.704,0.0492,0.0204,2.079,-82.7,35.8,No
4.907,1.903,9.536,2.6141,3.7245,81.462,-18.3,84.5,Yes
5.056,0.173,0.882,0.096,0.028,2.904,-87.0,34.6,No
4.867,2.785,13.488,3.8262,2.8369,97.87,-14.5,75.3,Yes
5.028,0.155,0.785,0.086,0.0246,2.192,-74.7,40.8,No
5.045,0.091,0.457,0.0445,0.0436,1.053,-72.3,32.6,No
4.888,1.526,7.484,2.6388,3.7227,121.951,-15.3,78.5,Yes
4.992,0.971,4.88,0.4659,0.8495,14.373,-30.0,54.8,Yes
5.0,0.438,2.167,0.2892,0.2778,6.931,-61.8,51.8,No
5.011,0.704,3.511,0.5822,0.5866,37.505,-58.6,65.8,Yes
4.988,1.876,9.447,2.2168,1.2129,94.95,-23.1,76.2,Yes
4.929,2.403,11.731,2.4884,4.3153,77.74,-12.9,86.6,Yes
5.044,0.076,0.385,0.0733,0.0005,2.873,-93.5,38.8,No
5.014,0.504,2.526,0.2903,0.1589,6.569,-51.9,51.8,No
5.016,0.612,3.122,0.563,0.8181,19.911,-47.3,58.8,No
4.949,1.79,8.88,1.4501,1.851,56.124,-49.7,71.3,Yes
4.98,1.195,5.888,0.561,0.3537,16.768,-48.3,59.8,Yes
5.004,0.66,3.346,0.5336,0.7819,10.005,-51.0,64.3,Yes
5.034,0.844,4.292,0.4967,0.525,20.349,-59.6,70.1,No
5.04,1.022,5.15,0.4712,0.8274,30.635,-43.7,60.6,Yes
5.011,0.148,0.746,0.0804,0.2128,6.339,-51.0,41.6,No
4.993,0.498,2.488,0.3014,0.2767,7.28,-57.4,50.5,No
4.948,2.09,10.306,1.8049,2.8716,101.793,-11.7,70.4,Yes
5.059,0.019,0.101,0.0446,0.0294,1.026,-86.3,30.0,No
5.045,0.506,2.578,0.2046,0.2401,5.689,-55.8,50.3,No
5.037,0.441,2.237,0.148,0.1097,1.224,-59.9,39.8,No
4.934,2.575,12.793,3.0627,3.6867,130.229,-16.7,76.2,Yes
4.991,0.474,2.329,0.2784,0.2254,5.681,-56.1,48.6,No
4.993,1.814,8.913,1.4821,1.736,88.031,-17.8,62.1,Yes
5.039,0.105,0.541,0.1139,0.0212,1.097,-66.7,39.1,No
4.875,2.065,10.025,3.304,2.8132,75.554,-34.4,84.0,Yes
4.902,2.434,12.114,1.9173,2.3056,100.348,-21.2,71.4,Yes
5.054,0.423,2.12,0.0867,0.2104,1.437,-74.9,49.6,No
4.968,1.9,9.39,1.853,1.5036,54.507,-31.7,66.1,Yes
4.953,1.42,6.987,1.5247,1.9109,75.921,-37.5,64.1,Yes
4.901,2.365,11.423,2.0991,2.137,133.982,-18.6,77.5,Yes
5.003,1.896,9.476,2.4417,1.1581,87.491,-33.4,76.3,Yes
4.995,1.454,7.254,2.1689,1.4581,48.06,-19.2,68.4,Yes
5.076,0.053,0.288,0.0699,0.0166,1.826,-75.9,38.9,No
5.029,0.091,0.471,0.029,0.0318,2.002,-87.9,36.5,No
4.886,2.048,9.974,3.5201,3.57,80.737,-19.1,84.7,Yes
5.022,0.345,1.768,0.214,0.1355,1.707,-75.8,39.8,No
5.067,0.082,0.418,0.0378,0.0194,1.055,-96.1,38.4,No
5.028,0.13,0.647,0.0268,0.047,2.626,-93.2,30.0,No
4.934,2.077,10.232,1.9664,2.2129,129.144,-19.9,78.8,Yes
4.904,2.197,10.687,2.8963,4.3938,129.485,-14.9,80.2,Yes
5.077,0.073,0.375,0.0634,0.0488,0.815,-82.3,35.5,No
4.856,2.283,11.019,2.8941,3.4666,78.666,-13.5,83.7,Yes
4.98,2.369,11.759,1.8912,3.2132,137.085,-17.8,80.0,Yes
4.981,0.652,3.229,0.8498,0.8083,28.052,-48.3,59.8,Yes
5.005,0.708,3.511,0.67,0.777,19.223,-50.9,52.6,Yes
4.868,1.772,8.503,2.3716,2.5969,95.305,-32.8,83.2,Yes
5.004,0.484,2.432,0.2343,0.2416,7.9,-72.1,49.1,No
4.869,2.137,10.576,2.4682,4.526,76.586,-31.7,95.0,Yes
5.065,0.145,0.763,0.0424,0.0319,2.344,-95.0,38.4,No
5.02,0.379,1.895,0.07,0.0491,1.588,-85.7,50.6,No
4.998,1.46,7.209,1.2422,2.3411,83.422,-30.0,74.1,Yes
5.065,0.048,0.239,0.0754,0.0605,2.266,-80.1,41.7,No
5.005,0.434,2.163,0.2503,0.2009,7.598,-58.8,51.5,No
5.0,0.194,0.964,0.1357,0.0498,2.109,-79.6,47.3,No
5.022,0.02,0.094,0.0689,0.0447,2.66,-86.3,33.0,No
4.908,2.856,13.96,3.1675,3.0752,103.723,-12.9,75.8,Yes
4.942,1.7,8.521,2.0608,2.0618,77.829,-48.0,65.2,Yes
4.989,1.513,7.569,2.1648,2.3361,70.906,-37.3,79.1,Yes
5.058,0.13,0.668,0.0202,0.0263,2.925,-93.6,42.9,No
5.047,0.144,0.711,0.0247,0.0636,2.315,-83.4,34.2,No
5.0,0.309,1.544,0.1157,0.1397,1.664,-60.1,40.5,No
5.04,0.035,0.182,0.0498,0.0104,1.844,-85.8,36.6,No
5.075,0.086,0.423,0.0123,0.0729,2.039,-91.5,33.5,No
4.98,0.9,4.435,0.408,0.6008,35.006,-54.3,68.2,Yes
5.05,0.061,0.314,0.0441,0.0183,0.535,-88.9,41.2,No
5.032,0.172,0.883,0.1846,0.0951,1.125,-75.3,42.2,No
5.049,0.051,0.248,0.0881,0.061,3.161,-90.9,39.3,No
5.069,0.115,0.582,0.0271,0.0348,2.266,-79.5,36.1,No
5.026,0.89,4.415,0.6695,0.6135,35.433,-37.8,59.7,No
4.99,1.165,5.784,0.3627,0.3541,21.84,-37.8,60.3,Yes
5.037,0.095,0.465,0.1134,0.2211,4.527,-60.9,47.2,No
4.888,2.259,11.045,2.7885,2.9419,91.265,-27.1,76.8,Yes
4.99,0.489,2.448,0.2411,0.2118,5.884,-66.6,51.0,No
5.061,0.433,2.223,0.2056,0.2205,6.251,-61.0,46.8,No
4.906,2.557,12.407,3.2274,2.2826,121.655,-17.7,68.9,Yes
5.003,0.443,2.187,0.2484,0.2066,6.811,-67.7,47.8,No
4.953,1.641,8.151,3.2616,3.6692,126.639,-22.6,81.8,Yes
5.043,0.147,0.74,0.0463,0.0222,0.909,-82.7,35.0,No
4.911,1.503,7.335,2.8825,3.2734,106.618,-24.5,81.8,Yes
4.925,1.67,8.163,3.2737,3.3365,131.892,-18.4,92.0,Yes
5.05,0.053,0.242,0.0593,0.0613,2.212,-92.5,37.6,No
5.02,0.534,2.662,0.3064,0.1772,7.096,-61.5,54.7,No
5.022,1.181,5.867,0.8837,0.7829,35.765,-45.0,67.7,No
4.88,1.94,9.371,2.2466,3.2181,82.591,-15.9,85.8,Yes
5.026,0.694,3.427,0.5359,0.3687,32.064,-64.3,61.2,Yes
4.895,2.784,13.62,2.9576,3.2071,107.013,-18.3,89.5,Yes
5.03,0.4,2.006,0.0711,0.1519,4.343,-56.5,43.0,No
5.024,0.625,3.175,0.7414,0.5686,33.422,-63.3,62.2,Yes
5.014,0.287,1.436,0.1808,0.0718,3.973,-73.4,43.2,No
5.048,0.125,0.65,0.0521,0.0716,3.655,-61.0,40.8,No
5.042,0.125,0.606,0.0775,0.0751,2.644,-96.0,32.7,No
4.962,2.28,11.179,2.539,3.6095,104.991,-8.4,85.7,Yes
5.035,0.109,0.58,0.1257,0.0535,5.26,-71.9,44.6,No
5.019,1.194,6.113,0.6693,0.3387,30.336,-58.6,64.4,Yes
4.995,0.792,3.931,0.8354,0.3,16.814,-40.5,58.9,No
4.993,1.711,8.532,1.3105,1.3858,78.966,-37.0,76.3,Yes
5.013,1.488,7.476,2.2701,1.5759,64.379,-37.8,64.3,Yes
4.995,2.055,10.259,1.7714,1.4028,94.396,-56.0,68.9,Yes
4.941,2.469,12.2,2.1816,2.5514,137.487,-13.0,79.5,Yes
4.993,0.85,4.172,0.6445,0.7616,10.249,-46.4,52.1,No
4.992,1.902,9.461,2.3904,1.6061,89.463,-55.9,69.1,Yes
5.055,0.18,0.928,0.0318,0.0476,1.147,-87.4,35.6,No
4.955,1.396,6.959,2.3394,2.0019,79.693,-35.7,66.0,Yes
5.057,0.111,0.572,0.0604,0.0712,2.037,-99.7,38.0,No
5.013,0.682,3.518,0.6761,0.4403,37.851,-62.4,72.0,Yes
5.015,0.33,1.635,0.2297,0.0471,6.988,-64.2,45.5,No
5.039,0.425,2.139,0.2198,0.1435,2.593,-88.7,40.0,No
4.994,0.775,3.873,0.4885,0.6684,30.368,-49.9,67.2,No
4.972,1.51,7.489,2.2973,2.2803,46.348,-43.6,63.7,Yes
4.986,1.918,9.558,1.79,2.0185,94.275,-34.3,69.9,Yes
5.043,0.104,0.496,0.1028,0.0498,1.934,-92.1,30.0,No
5.028,0.168,0.869,0.0722,0.0784,4.937,-88.4,36.0,No
4.957,1.896,9.492,3.3374,2.7848,100.378,-18.4,86.0,Yes
4.998,0.665,3.312,0.4471,0.3527,13.471,-33.7,58.7,Yes
5.012,0.362,1.827,0.1868,0.0736,2.501,-78.5,44.8,No
4.917,2.824,13.924,3.3387,4.1178,99.756,-21.9,75.9,Yes
5.042,0.177,0.87,0.1249,0.1758,6.892,-67.0,37.8,No
4.926,2.081,10.271,1.7605,2.009,40.088,-43.8,71.2,Yes
4.992,0.41,2.073,0.1998,0.1727,5.926,-67.6,45.4,No
5.039,0.08,0.419,0.0165,0.0545,2.948,-84.7,43.9,No
5.047,0.162,0.808,0.0,0.0036,0.853,-86.3,40.2,No
4.871,1.94,9.552,2.659,2.9887,128.229,-14.1,92.2,Yes
4.927,1.717,8.48,3.0829,2.308,143.732,-15.1,82.1,Yes
5.02,0.669,3.341,0.6475,0.803,18.131,-64.5,67.8,Yes
5.032,0.723,3.549,0.5452,0.6829,31.675,-39.6,66.5,No
5.017,0.393,2.001,0.1898,0.0474,7.319,-69.3,43.9,No
4.916,2.89,14.363,3.9003,4.4394,125.612,-14.9,93.6,Yes
5.003,0.433,2.156,0.1709,0.2087,1.671,-71.9,41.4,No
4.898,2.045,9.998,2.4621,2.8334,137.715,-23.6,81.1,Yes
4.916,3.083,15.182,2.7093,4.5322,106.323,-16.3,93.9,Yes
5.048,0.127,0.636,0.0108,0.0097,0.583,-87.8,32.7,No
4.904,2.193,10.837,3.1901,4.4629,108.856,-37.2,85.4,Yes
4.95,2.009,10.017,2.5485,3.0544,117.875,-17.4,70.7,Yes
5.006,0.517,2.579,0.3124,0.1654,5.87,-55.7,49.8,No
5.06,0.07,0.348,0.1174,0.0419,2.75,-90.7,35.2,No
5.01,0.216,1.082,0.0753,0.1646,5.774,-81.3,36.6,No
4.94,1.732,8.555,1.5877,2.0005,92.602,-30.1,74.6,Yes
5.041,0.17,0.85,0.0584,0.0506,0.868,-80.1,38.0,No
5.032,0.304,1.553,0.1066,0.1455,1.253,-65.9,44.5,No
4.901,2.727,13.402,2.6654,4.4368,75.005,-18.4,86.6,Yes
4.906,2.328,11.522,2.3898,3.703,86.827,-21.3,83.1,Yes
4.838,2.701,12.943,2.4925,4.5961,135.591,-24.5,92.7,Yes
5.043,0.105,0.531,0.0535,0.0662,1.304,-101.9,33.0,No
5.03,0.249,1.235,0.2671,0.1079,4.716,-78.9,46.1,No
5.035,0.906,4.513,0.3568,0.535,18.359,-54.9,62.8,Yes
4.994,0.555,2.771,0.756,0.3703,9.973,-48.9,64.0,Yes
5.074,0.013,0.057,0.1167,0.0765,1.973,-93.9,31.2,No
4.937,1.535,7.723,3.0921,2.243,108.75,-17.1,92.0,Yes
5.04,0.999,5.106,0.4326,0.5093,38.18,-48.9,60.7,Yes
5.037,0.475,2.399,0.2932,0.2857,6.982,-54.7,50.5,No
4.997,0.801,4.013,0.6833,0.3977,37.584,-33.9,60.1,Yes
5.021,0.172,0.871,0.0322,0.0532,1.484,-81.2,36.9,No
4.992,1.631,8.297,2.0397,1.1374,85.142,-50.7,77.2,Yes
5.026,0.278,1.371,0.2618,0.0797,4.362,-75.4,46.2,No
5.049,0.099,0.497,0.0057,0.029,2.979,-82.6,32.9,No
4.99,0.448,2.263,0.3014,0.2434,6.415,-51.4,47.4,No
4.932,2.178,10.622,2.7168,3.4992,101.724,-9.5,73.9,Yes
4.996,1.126,5.658,0.8591,0.7276,41.507,-42.4,66.4,No
4.925,1.783,8.717,1.998,2.2925,110.933,-21.6,82.5,Yes
5.027,0.815,4.113,0.7514,0.5083,21.237,-35.2,62.8,Yes
5.009,1.035,5.103,0.87,0.7032,17.048,-39.3,55.9,Yes
4.857,2.075,10.098,2.9775,4.0961,103.662,-8.9,86.9,Yes
4.972,1.553,7.65,1.7765,2.1731,71.764,-31.3,76.1,Yes
5.032,0.406,2.062,0.2705,0.1841,6.75,-65.9,45.6,No
5.048,0.115,0.605,0.0692,0.049,0.782,-99.3,34.9,No
5.059,0.123,0.622,0.0738,0.0558,1.175,-80.4,35.4,No
5.021,0.489,2.429,0.3388,0.2537,7.215,-46.5,55.0,No
5.019,0.468,2.353,0.2268,0.1856,7.249,-55.2,44.5,No
4.913,2.129,10.494,3.2368,2.5679,141.365,-18.8,77.3,Yes
5.005,0.396,1.962,0.2964,0.1739,7.342,-59.8,48.0,No
4.893,1.563,7.729,2.291,2.8057,134.532,-21.4,72.2,Yes
5.044,0.054,0.274,0.045,0.0817,2.791,-90.8,30.0,No
5.028,0.026,0.136,0.01,0.0238,2.312,-72.2,41.1,No
5.025,0.371,1.848,0.0815,0.1411,2.822,-71.1,43.4,No
4.912,2.118,10.255,2.3991,3.9291,95.889,-21.1,94.5,Yes
4.954,1.476,7.398,1.5363,1.5571,70.196,-31.9,78.3,Yes
5.024,0.516,2.625,0.3241,0.2899,5.92,-55.5,47.9,No
5.053,0.063,0.321,0.0493,0.0511,1.199,-81.6,33.4,No
4.919,2.61,12.762,2.9944,2.8779,134.327,-18.5,88.7,Yes
4.848,3.009,14.564,3.7492,3.043,134.425,-6.6,86.7,Yes
5.041,0.075,0.351,0.029,0.051,1.571,-86.8,34.9,No
4.963,1.434,7.094,1.6573,1.5989,88.797,-31.7,79.7,Yes
4.859,2.026,9.718,2.423,4.5452,118.233,-11.4,88.7,Yes
5.029,0.8,4.006,0.5949,0.5671,21.047,-34.9,54.0,Yes
5.023,0.533,2.703,0.2569,0.2059,6.744,-68.9,50.9,No
5.049,0.115,0.59,0.0346,0.0718,2.387,-107.8,35.9,No
4.843,2.622,12.685,3.5593,3.0005,104.385,-15.2,79.5,Yes
5.006,1.102,5.431,0.7975,0.7621,15.831,-51.8,56.8,No
4.978,1.505,7.468,1.2225,1.4204,88.51,-42.7,71.7,Yes
5.027,0.11,0.564,0.0172,0.0635,2.781,-96.8,40.1,No
5.046,0.027,0.141,0.13,0.0087,2.367,-98.7,42.3,No
5.051,0.064,0.316,0.0416,0.041,1.804,-91.3,35.2,No
4.955,1.717,8.479,2.024,1.3536,54.153,-46.5,71.0,Yes
4.979,1.464,7.296,1.3604,1.5369,75.167,-26.8,67.4,Yes
5.031,0.497,2.463,0.2238,0.1977,7.225,-68.3,52.6,No
4.922,1.763,8.609,2.4544,3.1077,99.886,-25.7,84.8,Yes
5.001,0.515,2.57,0.3064,0.2365,7.52,-61.6,46.0,No
4.862,2.999,14.776,2.8397,2.5623,122.819,-13.0,81.8,Yes
4.98,0.855,4.274,0.8853,0.8456,41.135,-35.6,52.0,No
4.884,2.048,10.078,2.604,3.6332,122.143,-13.2,81.1,Yes
5.013,0.581,2.875,0.59,0.4283,15.762,-46.3,59.6,No
5.023,0.202,1.036,0.0946,0.1444,5.187,-69.7,42.2,No
5.02,1.508,7.567,1.2104,2.1382,83.419,-28.0,68.8,Yes
5.037,0.032,0.174,0.0404,0.0167,1.99,-82.7,39.5,No
5.01,0.936,4.679,0.6162,0.6944,15.298,-47.5,69.6,No
4.925,1.509,7.488,1.9055,3.8423,95.382,-21.9,81.1,Yes
4.954,1.511,7.514,1.4111,1.9801,94.13,-39.6,62.0,Yes
4.918,1.894,9.492,2.2716,2.6209,141.014,-23.2,82.5,Yes
5.021,0.197,1.006,0.2631,0.2023,4.078,-74.0,41.8,No
4.88,2.526,12.361,3.6666,4.5296,126.866,-26.8,78.8,Yes
5.001,0.555,2.873,0.3633,0.3,28.522,-55.2,55.1,No
5.022,1.044,5.201,0.761,0.7714,10.232,-46.6,55.9,Yes
5.005,0.991,5.002,0.5418,0.8259,22.492,-48.1,68.5,Yes
5.041,0.484,2.467,0.2838,0.195,7.543,-74.1,51.6,No
4.969,1.641,8.191,1.243,1.1395,81.289,-34.5,69.2,Yes
5.08,0.045,0.231,0.0307,0.021,0.5,-93.4,34.3,No
5.048,0.278,1.371,0.0669,0.2095,7.554,-67.7,44.9,No
4.999,0.498,2.478,0.2784,0.2324,7.153,-72.6,55.0,No
5.009,0.459,2.296,0.3177,0.2534,6.779,-70.0,52.5,No
4.887,2.651,13.101,3.482,3.9336,84.783,-33.3,81.6,Yes
5.034,0.129,0.678,0.084,0.0562,3.228,-89.6,37.0,No
5.006,0.312,1.565,0.1852,0.0202,4.478,-66.8,39.7,No
5.011,0.824,4.178,0.5348,0.7518,8.0,-50.6,53.3,Yes
5.026,0.15,0.721,0.0563,0.0895,6.157,-71.8,51.8,No
4.914,1.952,9.459,2.518,3.274,140.48,-28.6,94.3,Yes
4.887,1.818,8.85,3.8898,4.0687,108.25,-30.4,84.6,Yes
4.99,0.519,2.584,0.2911,0.2672,6.924,-58.7,48.7,No
4.99,0.444,2.222,0.2919,0.2257,7.262,-70.6,44.0,No
5.064,0.061,0.328,0.0343,0.0,0.546,-74.2,36.0,No
5.007,1.831,9.257,1.917,1.4938,93.22,-38.2,71.6,Yes
5.06,0.179,0.915,0.0582,0.0398,2.753,-101.7,34.3,No
4.99,0.407,2.05,0.289,0.2495,6.55,-55.3,45.1,No
5.005,0.312,1.554,0.0585,0.1774,3.953,-71.7,46.7,No
4.989,1.015,5.109,0.5771,0.5594,16.563,-50.2,60.3,No
4.973,1.745,8.618,1.8133,1.1036,52.35,-32.9,71.7,Yes
4.883,2.23,10.862,3.3615,3.8371,105.207,-12.4,81.2,Yes
5.051,0.083,0.411,0.1109,0.008,1.552,-88.1,36.9,No
